Mod:Item:MetaData, Localized Name
metallurgy:lutetium_engraved_block, Lutetium Engraved Block
metallurgy:lutetium_large_bricks, Lutetium Large Bricks
metallurgy:lutetium_bricks, Lutetium Bricks
metallurgy:lutetium_crystals, Lutetium Crystals
metallurgy:lutetium_hazard_block, Lutetium Hazard Block
metallurgy:lutetium_reinforced_glass, Lutetium Reinforced Glass
metallurgy:lutetium_ingot, Lutetium Ingot
metallurgy:lutetium_dust, Lutetium Dust
metallurgy:lutetium_nugget, Lutetium Nugget
metallurgy:lutetium_helmet, Lutetium Helmet
metallurgy:lutetium_chestplate, Lutetium Chestplate
metallurgy:lutetium_leggings, Lutetium Leggings
metallurgy:lutetium_boots, Lutetium Boots
metallurgy:osmium_ore, Osmium Ore
metallurgy:osmium_block, Osmium Block
metallurgy:osmium_engraved_block, Osmium Engraved Block
metallurgy:osmium_large_bricks, Osmium Large Bricks
metallurgy:osmium_bricks, Osmium Bricks
metallurgy:osmium_crystals, Osmium Crystals
metallurgy:osmium_hazard_block, Osmium Hazard Block
metallurgy:osmium_reinforced_glass, Osmium Reinforced Glass
metallurgy:osmium_ingot, Osmium Ingot
metallurgy:osmium_dust, Osmium Dust
metallurgy:osmium_nugget, Osmium Nugget
metallurgy:osmium_helmet, Osmium Helmet
metallurgy:osmium_chestplate, Osmium Chestplate
metallurgy:osmium_leggings, Osmium Leggings
metallurgy:osmium_boots, Osmium Boots
metallurgy:oureclase_ore, Oureclase Ore
metallurgy:oureclase_block, Oureclase Block
metallurgy:oureclase_engraved_block, Oureclase Engraved Block
metallurgy:oureclase_large_bricks, Oureclase Large Bricks
metallurgy:oureclase_bricks, Oureclase Bricks
metallurgy:oureclase_crystals, Oureclase Crystals
metallurgy:oureclase_hazard_block, Oureclase Hazard Block
metallurgy:oureclase_reinforced_glass, Oureclase Reinforced Glass
metallurgy:oureclase_ingot, Oureclase Ingot
metallurgy:oureclase_dust, Oureclase Dust
metallurgy:oureclase_nugget, Oureclase Nugget
metallurgy:oureclase_axe, Oureclase Axe
metallurgy:oureclase_hoe, Oureclase Hoe
metallurgy:oureclase_pickaxe, Oureclase Pickaxe
metallurgy:oureclase_shovel, Oureclase Shovel
metallurgy:oureclase_sword, Oureclase Sword
metallurgy:oureclase_helmet, Oureclase Helmet
metallurgy:oureclase_chestplate, Oureclase Chestplate
metallurgy:oureclase_leggings, Oureclase Leggings
metallurgy:oureclase_boots, Oureclase Boots
metallurgy:inolashite_block, Inolashite Block
metallurgy:inolashite_engraved_block, Inolashite Engraved Block
metallurgy:inolashite_large_bricks, Inolashite Large Bricks
metallurgy:inolashite_bricks, Inolashite Bricks
metallurgy:inolashite_crystals, Inolashite Crystals
metallurgy:inolashite_hazard_block, Inolashite Hazard Block
metallurgy:inolashite_reinforced_glass, Inolashite Reinforced Glass
metallurgy:inolashite_ingot, Inolashite Ingot
metallurgy:inolashite_dust, Inolashite Dust
metallurgy:inolashite_nugget, Inolashite Nugget
metallurgy:inolashite_axe, Inolashite Axe
metallurgy:inolashite_hoe, Inolashite Hoe
metallurgy:inolashite_pickaxe, Inolashite Pickaxe
metallurgy:inolashite_shovel, Inolashite Shovel
metallurgy:inolashite_sword, Inolashite Sword
metallurgy:inolashite_helmet, Inolashite Helmet
metallurgy:inolashite_chestplate, Inolashite Chestplate
metallurgy:inolashite_leggings, Inolashite Leggings
metallurgy:inolashite_boots, Inolashite Boots
metallurgy:meutoite_ore, Meutoite Ore
metallurgy:meutoite_block, Meutoite Block
metallurgy:meutoite_engraved_block, Meutoite Engraved Block
metallurgy:meutoite_large_bricks, Meutoite Large Bricks
metallurgy:meutoite_bricks, Meutoite Bricks
metallurgy:meutoite_crystals, Meutoite Crystals
metallurgy:meutoite_hazard_block, Meutoite Hazard Block
metallurgy:meutoite_reinforced_glass, Meutoite Reinforced Glass
metallurgy:meutoite_ingot, Meutoite Ingot
metallurgy:meutoite_dust, Meutoite Dust
metallurgy:meutoite_nugget, Meutoite Nugget
metallurgy:orichalcum_ore, Orichalcum Ore
metallurgy:orichalcum_block, Orichalcum Block
metallurgy:orichalcum_engraved_block, Orichalcum Engraved Block
metallurgy:orichalcum_large_bricks, Orichalcum Large Bricks
metallurgy:orichalcum_bricks, Orichalcum Bricks
metallurgy:orichalcum_crystals, Orichalcum Crystals
metallurgy:orichalcum_hazard_block, Orichalcum Hazard Block
metallurgy:orichalcum_reinforced_glass, Orichalcum Reinforced Glass
metallurgy:orichalcum_ingot, Orichalcum Ingot
metallurgy:orichalcum_dust, Orichalcum Dust
metallurgy:orichalcum_nugget, Orichalcum Nugget
metallurgy:orichalcum_axe, Orichalcum Axe
metallurgy:orichalcum_hoe, Orichalcum Hoe
metallurgy:orichalcum_pickaxe, Orichalcum Pickaxe
metallurgy:orichalcum_shovel, Orichalcum Shovel
metallurgy:orichalcum_sword, Orichalcum Sword
metallurgy:orichalcum_helmet, Orichalcum Helmet
metallurgy:orichalcum_chestplate, Orichalcum Chestplate
metallurgy:orichalcum_leggings, Orichalcum Leggings
metallurgy:orichalcum_boots, Orichalcum Boots
metallurgy:infuscolium_ore, Infuscolium Ore
metallurgy:infuscolium_block, Infuscolium Block
metallurgy:infuscolium_engraved_block, Infuscolium Engraved Block
metallurgy:infuscolium_large_bricks, Infuscolium Large Bricks
metallurgy:infuscolium_bricks, Infuscolium Bricks
metallurgy:infuscolium_crystals, Infuscolium Crystals
metallurgy:infuscolium_hazard_block, Infuscolium Hazard Block
metallurgy:infuscolium_reinforced_glass, Infuscolium Reinforced Glass
metallurgy:infuscolium_ingot, Infuscolium Ingot
metallurgy:infuscolium_dust, Infuscolium Dust
metallurgy:infuscolium_nugget, Infuscolium Nugget
metallurgy:midasium_ore, Midasium Ore
metallurgy:midasium_block, Midasium Block
metallurgy:midasium_engraved_block, Midasium Engraved Block
metallurgy:midasium_large_bricks, Midasium Large Bricks
metallurgy:midasium_bricks, Midasium Bricks
metallurgy:midasium_crystals, Midasium Crystals
metallurgy:midasium_hazard_block, Midasium Hazard Block
metallurgy:midasium_reinforced_glass, Midasium Reinforced Glass
metallurgy:midasium_ingot, Midasium Ingot
metallurgy:midasium_dust, Midasium Dust
metallurgy:midasium_nugget, Midasium Nugget
metallurgy:midasium_axe, Midasium Axe
metallurgy:midasium_hoe, Midasium Hoe
metallurgy:midasium_pickaxe, Midasium Pickaxe
metallurgy:midasium_shovel, Midasium Shovel
metallurgy:midasium_sword, Midasium Sword
metallurgy:midasium_helmet, Midasium Helmet
metallurgy:midasium_chestplate, Midasium Chestplate
metallurgy:midasium_leggings, Midasium Leggings
metallurgy:midasium_boots, Midasium Boots
metallurgy:shadow_steel_block, Shadow Steel Block
metallurgy:shadow_steel_engraved_block, Shadow Steel Engraved Block
metallurgy:shadow_steel_large_bricks, Shadow Steel Large Bricks
metallurgy:shadow_steel_bricks, Shadow Steel Bricks
metallurgy:shadow_steel_crystals, Shadow Steel Crystals
metallurgy:shadow_steel_hazard_block, Shadow Steel Hazard Block
metallurgy:shadow_steel_reinforced_glass, Shadow Steel Reinforced Glass
metallurgy:shadow_steel_ingot, Shadow Steel Ingot
metallurgy:shadow_steel_dust, Shadow Steel Dust
metallurgy:shadow_steel_nugget, Shadow Steel Nugget
metallurgy:shadow_steel_axe, Shadow Steel Axe
metallurgy:shadow_steel_hoe, Shadow Steel Hoe
metallurgy:shadow_steel_pickaxe, Shadow Steel Pickaxe
metallurgy:shadow_steel_shovel, Shadow Steel Shovel
metallurgy:shadow_steel_sword, Shadow Steel Sword
metallurgy:shadow_steel_helmet, Shadow Steel Helmet
metallurgy:shadow_steel_chestplate, Shadow Steel Chestplate
metallurgy:shadow_steel_leggings, Shadow Steel Leggings
metallurgy:shadow_steel_boots, Shadow Steel Boots
metallurgy:krik_block, Krik Block
metallurgy:krik_engraved_block, Krik Engraved Block
metallurgy:krik_large_bricks, Krik Large Bricks
metallurgy:krik_bricks, Krik Bricks
metallurgy:krik_crystals, Krik Crystals
metallurgy:krik_hazard_block, Krik Hazard Block
metallurgy:krik_reinforced_glass, Krik Reinforced Glass
metallurgy:krik_ingot, Krik Ingot
metallurgy:krik_dust, Krik Dust
metallurgy:krik_nugget, Krik Nugget
metallurgy:krik_axe, Krik Axe
metallurgy:krik_hoe, Krik Hoe
metallurgy:krik_pickaxe, Krik Pickaxe
metallurgy:krik_shovel, Krik Shovel
metallurgy:krik_sword, Krik Sword
metallurgy:krik_helmet, Krik Helmet
metallurgy:krik_chestplate, Krik Chestplate
metallurgy:krik_leggings, Krik Leggings
metallurgy:krik_boots, Krik Boots
metallurgy:rubracium_ore, Rubracium Ore
metallurgy:rubracium_block, Rubracium Block
metallurgy:rubracium_engraved_block, Rubracium Engraved Block
metallurgy:rubracium_large_bricks, Rubracium Large Bricks
metallurgy:rubracium_bricks, Rubracium Bricks
metallurgy:rubracium_crystals, Rubracium Crystals
metallurgy:rubracium_hazard_block, Rubracium Hazard Block
metallurgy:rubracium_reinforced_glass, Rubracium Reinforced Glass
metallurgy:rubracium_ingot, Rubracium Ingot
metallurgy:rubracium_dust, Rubracium Dust
metallurgy:rubracium_nugget, Rubracium Nugget
metallurgy:gold_dust, Gold Dust
metallurgy:iron_dust, Iron Dust
metallurgy:bitumen, Bitumen
metallurgy:tar, Tar
metallurgy:potash, Potash
metallurgy:sulfur_dust, Sulfur
metallurgy:thermite_dust, Thermite Dust
metallurgy:phosphorus, Phosphorus
metallurgy:potash_fertilizer, Potash Fertilizer
metallurgy:flint_and_ignatius, Flint and Ignatius
metallurgy:flint_and_vulcanite, Flint and Vulcanite
metallurgy:rubracium_gauntlet, Rubracium Gauntlet
metallurgy:ore_detector, Metal Detector
metallurgy:etherium_goggles, Etherium Goggles
metallurgy:brass_knuckles, Brass Knuckles
metallurgy:lemurite_shield, Lemurite Shield
metallurgy:tartarite_shield, item.metallurgy.tartarite_shield.name
metallurgy:zinc_buckler, item.metallurgy.zinc_buckler.name
metallurgy:vulcanite_buckler, item.metallurgy.vulcanite_buckler.name
metallurgy:wiki, Metallurgy Wiki
minecoprocessors:minecoprocessor:0, Redstone Processor
minecoprocessors:minecoprocessor:4, Overclocked Processor
minecoprocessors:book_code, Code Book
opframe:opframe, Online Picture Frame
plethora:neuralinterface, Neural interface
plethora:neuralconnector, Neural connector
plethora:module:0, Introspection module
plethora:module:1, Frickin' laser beam
plethora:module:2, Block scanner
plethora:module:3, Entity sensor
plethora:module:4, Kinetic augment
plethora:module:5, Chat recorder
plethora:module:6, Overlay glasses
plethora:module:7, Creative chat recorder
plethora:keyboard, Keyboard
plethora:manipulator:0, Manipulator Mk I
plethora:manipulator:1, Manipulator Mk II
plethora:redstone_integrator:0, Redstone integrator
plonk:placed_items, Placed Items
primal:golden_stick, Golden Stick
primal:glass_stick, Glass Stick
primal:dirt_stick, Dirt Stick
primal:cauldron_ladle_ironwood, Ironwood Cauldron Ladle
primal:cauldron_ladle_corypha, Corypha Cauldron Ladle
primal:cauldron_ladle_lacquer, Lacquer Cauldron Ladle
primal:cauldron_ladle_yew, Yew Cauldron Ladle
primal:cauldron_ladle_bone, Bone Cauldron Ladle
primal:bucket_clay_soft, Unfired Clay Bucket
primal:bucket_clay_milk, Milk Clay Bucket
primal:bucket_clay:0, Clay Bucket
primal:bucket_clay:0, §fWater§f Clay Bucket
primal:bucket_clay:0, §fLava§f Clay Bucket
primal:bucket_clay:0, §fSteam§f Clay Bucket
primal:bucket_clay:0, §fEthanol§f Clay Bucket
primal:bucket_clay:0, §fBiomass§f Clay Bucket
primal:bucket_clay:0, §fLiquid Glass§f Clay Bucket
primal:bucket_clay:0, §fHoney§f Clay Bucket
primal:bucket_clay:0, §fCrushed Ice§f Clay Bucket
primal:bucket_clay:0, §fFruit Juice§f Clay Bucket
primal:bucket_clay:0, §fSeed Oil§f Clay Bucket
primal:bucket_clay:0, §fShort Mead§f Clay Bucket
primal:bucket_clay:0, §fCreosote Oil§f Clay Bucket
primal:bucket_clay:0, §fLiquifacted Coal§f Clay Bucket
primal:bucket_clay:0, §fCrude Oil§f Clay Bucket
primal:bucket_clay:0, §fNaphtha§f Clay Bucket
primal:bucket_clay:0, §fRefined Fuel§f Clay Bucket
primal:bucket_clay:0, §fSap§f Clay Bucket
primal:bucket_clay:0, §fSyrup§f Clay Bucket
primal:bucket_clay:0, §fResin§f Clay Bucket
primal:bucket_clay:0, §fTree Oil§f Clay Bucket
primal:bucket_clay:0, §fSeed Oil§f Clay Bucket
primal:bucket_clay:0, §fBiocrude§f Clay Bucket
primal:bucket_clay:0, §fGrassoline§f Clay Bucket
primal:bucket_clay:0, §fMushroom Stew§f Clay Bucket
primal:bucket_clay:0, §eEssence of Knowledge§f Clay Bucket
primal:bucket_clay:0, §ePotion§f Clay Bucket
primal:bucket_clay:0, §eSplash Potion§f Clay Bucket
primal:bucket_clay:0, §eLingering Potion§f Clay Bucket
primal:bucket_clay:0, §eDestabilized Redstone§f Clay Bucket
primal:bucket_clay:0, §eEnergized Glowstone§f Clay Bucket
primal:bucket_clay:0, §eResonant Ender§f Clay Bucket
primal:bucket_clay:0, §bBlazing Pyrotheum§f Clay Bucket
primal:bucket_clay:0, §bGelid Cryotheum§f Clay Bucket
primal:bucket_clay:0, §bZephyrean Aerotheum§f Clay Bucket
primal:bucket_clay:0, §bTectonic Petrotheum§f Clay Bucket
primal:bucket_clay:0, §dPrimal Mana§f Clay Bucket
primal:bucket_clay:0, §fPlant Oil§f Clay Bucket
primal:bucket_clay:0, §fEthanol§f Clay Bucket
primal:bucket_clay:0, §fBiodiesel§f Clay Bucket
primal:bucket_clay:0, §fLiquid Concrete§f Clay Bucket
primal:bucket_clay:0, §fCrude Oil§f Clay Bucket
primal:bucket_clay:0, §fDiesel§f Clay Bucket
primal:bucket_clay:0, §fLubricant§f Clay Bucket
primal:bucket_clay:0, §fGasoline§f Clay Bucket
primal:bucket_clay:0, §fNapalm§f Clay Bucket
primal:bucket_clay:0, §fOlive Oil§f Clay Bucket
primal:bucket_clay:0, §fIronberry Juice§f Clay Bucket
primal:bucket_clay:0, §fWildberry Juice§f Clay Bucket
primal:bucket_clay:0, §fGrape Juice§f Clay Bucket
primal:bucket_clay:0, §fApple Juice§f Clay Bucket
primal:bucket_clay:0, §fAle Wort§f Clay Bucket
primal:bucket_clay:0, §fHoney§f Clay Bucket
primal:bucket_clay:0, §fCider§f Clay Bucket
primal:bucket_clay:0, §fSwamp Water§f Clay Bucket
primal:bucket_clay:0, §fStagnant Water§f Clay Bucket
primal:bucket_clay:0, §fTar§f Clay Bucket
primal:bucket_clay:0, §fRubber§f Clay Bucket
primal:bucket_clay:0, §fCarbon Dioxide§f Clay Bucket
primal:bucket_clay:0, §fNutrient Fluid§f Clay Bucket
primal:bucket_clay:0, §fAluminium§f Clay Bucket
primal:bucket_clay:0, §fAmericium§f Clay Bucket
primal:bucket_clay:0, §fAntimony§f Clay Bucket
primal:bucket_clay:0, §fArgon§f Clay Bucket
primal:bucket_clay:0, §fArgon Plasma§f Clay Bucket
primal:bucket_clay:0, §fBarium§f Clay Bucket
primal:bucket_clay:0, §fBeryllium§f Clay Bucket
primal:bucket_clay:0, §fBismuth§f Clay Bucket
primal:bucket_clay:0, §fCaesium§f Clay Bucket
primal:bucket_clay:0, §fCalcium§f Clay Bucket
primal:bucket_clay:0, §fCarbon§f Clay Bucket
primal:bucket_clay:0, §fCadmium§f Clay Bucket
primal:bucket_clay:0, §fCerium§f Clay Bucket
primal:bucket_clay:0, §fChlorine§f Clay Bucket
primal:bucket_clay:0, §fChrome§f Clay Bucket
primal:bucket_clay:0, §fCobalt§f Clay Bucket
primal:bucket_clay:0, §fCopper§f Clay Bucket
primal:bucket_clay:0, §fDeuterium§f Clay Bucket
primal:bucket_clay:0, §fDysprosium§f Clay Bucket
primal:bucket_clay:0, §fErbium§f Clay Bucket
primal:bucket_clay:0, §fEuropium§f Clay Bucket
primal:bucket_clay:0, §fFluorine§f Clay Bucket
primal:bucket_clay:0, §fGadolinium§f Clay Bucket
primal:bucket_clay:0, §fGallium§f Clay Bucket
primal:bucket_clay:0, §fGold§f Clay Bucket
primal:bucket_clay:0, §fHolmium§f Clay Bucket
primal:bucket_clay:0, §fHydrogen§f Clay Bucket
primal:bucket_clay:0, §fHelium§f Clay Bucket
primal:bucket_clay:0, §fHelium Plasma§f Clay Bucket
primal:bucket_clay:0, §fHelium 3§f Clay Bucket
primal:bucket_clay:0, §fIndium§f Clay Bucket
primal:bucket_clay:0, §fIridium§f Clay Bucket
primal:bucket_clay:0, §fIron§f Clay Bucket
primal:bucket_clay:0, §fIron Plasma§f Clay Bucket
primal:bucket_clay:0, §fLanthanum§f Clay Bucket
primal:bucket_clay:0, §fLead§f Clay Bucket
primal:bucket_clay:0, §fLithium§f Clay Bucket
primal:bucket_clay:0, §fLutetium§f Clay Bucket
primal:bucket_clay:0, §fMagnesium§f Clay Bucket
primal:bucket_clay:0, §fManganese§f Clay Bucket
primal:bucket_clay:0, §fMercury§f Clay Bucket
primal:bucket_clay:0, §fMolybdenum§f Clay Bucket
primal:bucket_clay:0, §fNeodymium§f Clay Bucket
primal:bucket_clay:0, §fDarmstadtium§f Clay Bucket
primal:bucket_clay:0, §fNickel§f Clay Bucket
primal:bucket_clay:0, §fNickel Plasma§f Clay Bucket
primal:bucket_clay:0, §fNiobium§f Clay Bucket
primal:bucket_clay:0, §fNitrogen§f Clay Bucket
primal:bucket_clay:0, §fNitrogen Plasma§f Clay Bucket
primal:bucket_clay:0, §fOsmium§f Clay Bucket
primal:bucket_clay:0, §fOxygen§f Clay Bucket
primal:bucket_clay:0, §fOxygen Plasma§f Clay Bucket
primal:bucket_clay:0, §fPalladium§f Clay Bucket
primal:bucket_clay:0, §fPlatinum§f Clay Bucket
primal:bucket_clay:0, §fPlutonium 244§f Clay Bucket
primal:bucket_clay:0, §fPlutonium 241§f Clay Bucket
primal:bucket_clay:0, §fPotassium§f Clay Bucket
primal:bucket_clay:0, §fPraseodymium§f Clay Bucket
primal:bucket_clay:0, §fPromethium§f Clay Bucket
primal:bucket_clay:0, §fRadon§f Clay Bucket
primal:bucket_clay:0, §fRubidium§f Clay Bucket
primal:bucket_clay:0, §fSamarium§f Clay Bucket
primal:bucket_clay:0, §fScandium§f Clay Bucket
primal:bucket_clay:0, §fSilicon§f Clay Bucket
primal:bucket_clay:0, §fSilver§f Clay Bucket
primal:bucket_clay:0, §fSodium§f Clay Bucket
primal:bucket_clay:0, §fStrontium§f Clay Bucket
primal:bucket_clay:0, §fTantalum§f Clay Bucket
primal:bucket_clay:0, §fTellurium§f Clay Bucket
primal:bucket_clay:0, §fTerbium§f Clay Bucket
primal:bucket_clay:0, §fThorium§f Clay Bucket
primal:bucket_clay:0, §fThulium§f Clay Bucket
primal:bucket_clay:0, §fTin§f Clay Bucket
primal:bucket_clay:0, §fTitanium§f Clay Bucket
primal:bucket_clay:0, §fTritium§f Clay Bucket
primal:bucket_clay:0, §fTungsten§f Clay Bucket
primal:bucket_clay:0, §fUranium 238§f Clay Bucket
primal:bucket_clay:0, §fUranium 235§f Clay Bucket
primal:bucket_clay:0, §fVanadium§f Clay Bucket
primal:bucket_clay:0, §fYttrium§f Clay Bucket
primal:bucket_clay:0, §fZinc§f Clay Bucket
primal:bucket_clay:0, §fMethane§f Clay Bucket
primal:bucket_clay:0, §fCarbon Dioxide§f Clay Bucket
primal:bucket_clay:0, §fNoble Gases§f Clay Bucket
primal:bucket_clay:0, §fAir§f Clay Bucket
primal:bucket_clay:0, §fLiquid Air§f Clay Bucket
primal:bucket_clay:0, §fAnnealed Copper§f Clay Bucket
primal:bucket_clay:0, §fBattery Alloy§f Clay Bucket
primal:bucket_clay:0, §fBrass§f Clay Bucket
primal:bucket_clay:0, §fBronze§f Clay Bucket
primal:bucket_clay:0, §fCupronickel§f Clay Bucket
primal:bucket_clay:0, §fElectrum§f Clay Bucket
primal:bucket_clay:0, §fGlyceryl Trinitrate§f Clay Bucket
primal:bucket_clay:0, §fTitanium Tetrachloride§f Clay Bucket
primal:bucket_clay:0, §fInvar§f Clay Bucket
primal:bucket_clay:0, §fKanthal§f Clay Bucket
primal:bucket_clay:0, §fMagnalium§f Clay Bucket
primal:bucket_clay:0, §fNichrome§f Clay Bucket
primal:bucket_clay:0, §fNiobium Nitride§f Clay Bucket
primal:bucket_clay:0, §fNiobium-Titanium§f Clay Bucket
primal:bucket_clay:0, §fNitrogen Dioxide§f Clay Bucket
primal:bucket_clay:0, §fPig Iron§f Clay Bucket
primal:bucket_clay:0, §fPolyethylene§f Clay Bucket
